id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
4542,DL,1799,ATL,PVD,3,574,150,0
4543,DL,1979,ATL,GRR,3,574,120,1
4544,EV,5334,ATL,ABY,3,574,62,0
4545,OO,6736,RAP,DEN,3,574,76,0
4546,OO,6747,SFO,SMF,3,574,43,0
4547,9E,3727,MEM,BHM,3,575,62,0
4548,9E,3863,MEM,TUL,3,575,88,1
4549,9E,3979,BUF,JFK,3,575,100,1
4550,9E,4298,MEM,GPT,3,575,80,0
4551,AA,1426,SAN,DFW,3,575,180,1
4552,AA,1536,DFW,BHM,3,575,95,0
4553,AA,1755,DFW,MFE,3,575,95,0
4554,AA,1807,EWR,DFW,3,575,260,1
4555,AA,1874,DFW,EWR,3,575,200,0
4556,AA,1901,STL,DFW,3,575,115,0
4557,AA,890,SAT,DFW,3,575,65,0
4558,AS,321,SJC,SEA,3,575,125,0
4559,B6,23,SYR,JFK,3,575,69,0
4560,B6,25,JFK,FLL,3,575,189,1
4561,CO,232,IAH,LGA,3,575,202,0
4562,CO,345,CLE,IAH,3,575,186,0
4563,DL,1035,IAD,ATL,3,575,115,1
4564,DL,1059,ATL,ALB,3,575,140,0
4565,DL,1219,DTW,MSP,3,575,130,0
4566,DL,1280,ATL,JFK,3,575,144,0
4567,DL,1589,PHL,DTW,3,575,121,1
4568,DL,1655,ATL,LAX,3,575,305,0
4569,DL,1727,ATL,FLL,3,575,129,0
4570,DL,1865,ATL,RSW,3,575,115,1
4571,DL,1941,CVG,PHX,3,575,258,1
4572,EV,4975,CVG,ATL,3,575,100,0
4573,EV,4999,BOS,DCA,3,575,109,0
4574,EV,5022,MEM,LEX,3,575,80,1
4575,EV,5228,ATL,CRW,3,575,80,1
4576,EV,5416,LFT,ATL,3,575,101,1
4577,EV,7305,MEM,STL,3,575,71,0
4578,EV,7328,ATL,GSO,3,575,83,1
4579,MQ,2766,ABI,DFW,3,575,50,0
4580,MQ,3230,DFW,TXK,3,575,55,0
4581,MQ,3242,SHV,DFW,3,575,60,0
4582,MQ,3312,SPS,DFW,3,575,45,1
4583,MQ,3356,DFW,CVG,3,575,130,1
4584,MQ,3836,ORD,PHL,3,575,120,1
4585,MQ,4080,ORD,FAR,3,575,120,1
4586,OH,6274,IND,MSP,3,575,123,0
4587,OH,6419,CVG,STL,3,575,94,1
4588,US,1153,PHL,DFW,3,575,225,0
4589,US,1539,CLT,SEA,3,575,351,1
4590,US,1991,PHL,ORD,3,575,141,1
4591,US,310,LAS,CLT,3,575,248,0
4592,US,375,CLT,RDU,3,575,50,0
4593,WN,1004,MCI,OKC,3,575,70,0
4594,WN,1027,MCI,DAL,3,575,95,1
4595,WN,1345,LIT,DAL,3,575,65,1
4596,WN,1357,LAS,LIT,3,575,180,1
4597,WN,1425,LAS,CLE,3,575,245,1
4598,WN,1537,GEG,LAS,3,575,140,1
4599,WN,2025,ONT,SJC,3,575,70,0
4600,WN,2264,BWI,MHT,3,575,75,1
4601,WN,2655,BUR,OAK,3,575,75,0
4602,WN,3147,LAX,SJC,3,575,65,1
4603,WN,3224,MDW,AUS,3,575,170,1
4604,WN,3312,MCI,MKE,3,575,85,0
4605,WN,3425,SEA,SLC,3,575,110,1
4606,WN,454,ECP,BNA,3,575,90,0
4607,WN,464,PHL,MDW,3,575,150,1
4608,WN,4,ELP,PHX,3,575,80,1
4609,WN,508,MCO,BDL,3,575,155,1
4610,WN,514,DTW,MDW,3,575,75,0
4611,WN,636,ISP,MDW,3,575,155,1
4612,WN,741,SFO,DEN,3,575,150,1
4613,WN,817,SJC,MDW,3,575,255,1
4614,WN,821,LAS,FLL,3,575,275,1
4615,WN,860,PBI,BWI,3,575,140,0
4616,WN,870,DAL,AUS,3,575,55,1
4617,WN,967,MSY,BNA,3,575,85,0
4618,XE,2431,CLE,IND,3,575,59,0
4619,XE,2453,IAH,BRO,3,575,71,1
4620,9E,3717,HOU,ATL,3,576,116,0
4621,OO,6455,LAX,YUM,3,576,70,0
4622,UA,355,ATL,ORD,3,576,133,1
4623,UA,441,BWI,DEN,3,576,247,0
4624,B6,375,LGA,FLL,3,577,186,1
4625,DL,1590,MCI,ATL,3,577,121,0
4626,DL,1696,ATL,BDL,3,577,150,1
4627,DL,2837,ATL,SAT,3,577,162,1
4628,HA,341,ITO,HNL,3,577,49,0
4629,UA,96,PDX,SFO,3,577,117,0
4630,US,1507,CLT,PHX,3,577,279,1
4631,AS,55,SCC,BRW,3,578,43,1
4632,DL,2094,ATL,CHS,3,578,82,0
4633,UA,632,ORD,TPA,3,578,161,1
4634,EV,5202,CLE,ATL,3,579,111,1
4635,OO,6290,MRY,LAX,3,579,68,0
4636,OO,6982,CPR,DEN,3,579,59,0
4637,UA,609,DCA,ORD,3,579,132,0
4638,9E,4205,RIC,DTW,3,580,115,1
4639,9E,4339,RDU,TPA,3,580,120,1
4640,AA,1287,DFW,ONT,3,580,190,0
4641,AA,802,SNA,DFW,3,580,170,0
4642,B6,177,JFK,PHX,3,580,340,1
4643,B6,421,BOS,PBI,3,580,195,1
4644,B6,681,BOS,DCA,3,580,101,0
4645,CO,1495,IAH,LAX,3,580,221,1
4646,CO,1767,IAH,SEA,3,580,282,0
4647,CO,542,IAH,SLC,3,580,196,0
4648,CO,556,LAX,CLE,3,580,262,1
4649,DL,1254,ATL,ORF,3,580,108,1
4650,DL,1495,ATL,EYW,3,580,124,0
4651,DL,1760,ATL,MDW,3,580,120,1
4652,DL,1786,ATL,LGA,3,580,148,0
4653,DL,1909,ATL,DAB,3,580,92,1
4654,DL,2103,ATL,LAS,3,580,281,0
4655,DL,2224,ATL,BWI,3,580,119,0
4656,DL,2409,SLC,LAS,3,580,90,1
4657,DL,2511,ATL,DFW,3,580,150,1
4658,DL,2794,ATL,PHL,3,580,135,0
4659,DL,420,SJU,ATL,3,580,238,1
4660,EV,5083,MEM,JAN,3,580,61,0
4661,FL,488,MCO,BWI,3,580,126,1
4662,HA,520,HNL,OGG,3,580,37,0
4663,MQ,2837,DFW,ROW,3,580,85,1
4664,MQ,2898,DFW,ABI,3,580,50,0
4665,MQ,2912,GRK,DFW,3,580,50,0
4666,MQ,3218,JAN,DFW,3,580,95,1
4667,MQ,3634,CLT,MIA,3,580,135,0
4668,MQ,3977,ORD,CID,3,580,65,0
4669,MQ,4012,ORD,MEM,3,580,110,0
4670,MQ,4360,ORD,DTW,3,580,85,1
4671,OH,6374,ATL,ORD,3,580,132,1
4672,OH,6735,BOS,RDU,3,580,142,0
4673,OO,4440,SLC,IAH,3,580,180,1
4674,OO,6569,ORD,EAU,3,580,71,0
4675,UA,293,SFO,LAX,3,580,97,0
4676,US,1071,PHL,SJU,3,580,229,0
4677,US,1419,PHL,LAX,3,580,370,0
4678,US,1440,CLT,DCA,3,580,76,0
4679,US,1455,CLT,SFO,3,580,349,1
4680,US,1465,PHL,ATL,3,580,143,0
4681,US,1472,PHL,PVD,3,580,69,1
4682,US,1749,ORD,PHL,3,580,115,0
4683,US,393,LAS,DFW,3,580,158,0
4684,WN,1017,MCI,DEN,3,580,120,1
4685,WN,1141,LBB,DAL,3,580,65,1
4686,WN,1235,BNA,BWI,3,580,95,1
4687,WN,1414,DAL,MSY,3,580,75,1
4688,WN,1739,LAS,BWI,3,580,275,1
4689,WN,2292,OAK,ONT,3,580,70,1
4690,WN,2882,HOU,BHM,3,580,90,1
4691,WN,2927,TPA,CMH,3,580,135,1
4692,WN,3110,CLE,MDW,3,580,80,0
4693,WN,3491,MAF,HOU,3,580,80,0
4694,WN,3843,BUR,PHX,3,580,85,0
4695,WN,3915,BNA,MDW,3,580,85,1
4696,WN,3949,FLL,BNA,3,580,145,1
4697,WN,525,LAX,AUS,3,580,170,1
4698,WN,794,BWI,BOS,3,580,80,1
4699,XE,2580,MKE,EWR,3,580,127,1
4700,XE,2650,EWR,MKE,3,580,147,1
4701,XE,2678,IAH,CRP,3,580,63,0
4702,XE,3088,IAH,MCI,3,580,112,0
4703,YV,1044,ITO,HNL,3,580,47,0
4704,B6,72,MCO,JFK,3,581,139,0
4705,OO,6634,OMA,DEN,3,581,108,0
4706,DL,1737,BWI,DTW,3,582,98,1
4707,DL,1983,PIT,ATL,3,582,108,1
4708,EV,5328,GSP,ATL,3,582,65,1
4709,UA,345,ORD,MSY,3,582,146,0
4710,UA,851,PIT,ORD,3,582,98,1
4711,DL,1435,ORF,ATL,3,583,115,0
4712,UA,331,ORD,SEA,3,583,279,1
4713,UA,709,ORD,DEN,3,583,167,0
4714,XE,2167,IAH,TUS,3,583,158,0
4715,B6,504,FLL,EWR,3,584,166,1
4716,OO,7025,ATL,IAD,3,584,115,1
4717,UA,178,LAX,ORD,3,584,240,0
4718,XE,2646,IAH,BTR,3,584,61,0
4719,9E,3792,XNA,DTW,3,585,136,0
4720,9E,3830,ATL,ROC,3,585,126,0
4721,9E,3945,LSE,MSP,3,585,55,0
4722,AA,1124,MIA,LGA,3,585,165,0
4723,AA,1196,LAX,ORD,3,585,245,0
4724,AA,1389,BNA,DFW,3,585,130,0
4725,AA,1716,PHX,DFW,3,585,140,0
4726,AA,1879,TPA,MIA,3,585,65,1
4727,AA,1894,SFO,LAX,3,585,90,0
4728,B6,372,FLL,LGA,3,585,165,1
4729,B6,64,TPA,JFK,3,585,145,0
4730,CO,147,ORD,IAH,3,585,164,1
4731,CO,1606,SAN,IAH,3,585,187,0
4732,CO,1723,IAH,ONT,3,585,215,1
4733,CO,304,EWR,PDX,3,585,377,1
4734,CO,525,EWR,CLE,3,585,110,1
4735,CO,720,DEN,CLE,3,585,163,1
4736,DL,1024,ATL,CLT,3,585,85,0
4737,DL,1248,ATL,PIT,3,585,107,1
4738,DL,1324,ATL,RIC,3,585,103,1
4739,DL,1453,MSP,SEA,3,585,223,1
4740,DL,1544,SLC,ATL,3,585,220,1
4741,DL,1701,BOS,ATL,3,585,179,0
4742,DL,1952,CMH,ATL,3,585,101,0
4743,DL,2089,MSP,SNA,3,585,242,1
4744,DL,2351,RDU,ATL,3,585,90,0
4745,DL,2742,ATL,EWR,3,585,143,0
4746,DL,2841,ATL,GPT,3,585,89,0
4747,EV,5572,GSO,ATL,3,585,88,1
4748,HA,145,OGG,HNL,3,585,34,0
4749,MQ,2784,DFW,TYR,3,585,45,0
4750,MQ,4179,MQT,ORD,3,585,85,0
4751,MQ,4654,LGA,ATL,3,585,165,0
4752,OH,6577,JFK,ORD,3,585,177,1
4753,OO,4460,SLC,BZN,3,585,80,0
4754,OO,4487,SLC,SEA,3,585,135,1
4755,OO,4540,SLC,MSO,3,585,92,1
4756,OO,4646,SLC,STL,3,585,165,1
4757,OO,4701,SLC,LAX,3,585,119,0
4758,OO,4757,SLC,OMA,3,585,144,1
4759,OO,4818,SLC,DEN,3,585,85,0
4760,OO,6617,OKC,DEN,3,585,106,0
4761,OO,6940,ORD,IND,3,585,54,1
4762,UA,549,PHL,ORD,3,585,144,0
4763,US,1296,CLT,MDT,3,585,93,0
4764,US,1434,CLT,BWI,3,585,86,0
4765,US,1800,CLT,BOS,3,585,134,0
4766,US,1996,SJU,PHL,3,585,238,1
4767,US,486,PHX,DEN,3,585,109,0
4768,US,57,PHX,MSP,3,585,189,0
4769,US,687,PHX,EWR,3,585,282,1
4770,WN,10,DAL,AMA,3,585,70,0
4771,WN,1148,MDW,TPA,3,585,165,1
4772,WN,161,PIT,MDW,3,585,90,0
4773,WN,1847,BNA,TPA,3,585,105,1
4774,WN,194,PHL,PIT,3,585,80,1
4775,WN,2038,DAL,STL,3,585,95,1
4776,WN,221,DEN,PHX,3,585,120,1
4777,WN,271,RNO,SAN,3,585,85,1
4778,WN,418,RNO,PDX,3,585,95,1
4779,WN,863,OKC,MCI,3,585,70,0
4780,WN,998,OAK,MDW,3,585,245,1
4781,XE,2559,IAH,LFT,3,585,58,1
4782,YV,2766,BUR,PHX,3,585,88,0
4783,YV,2826,LGB,PHX,3,585,81,0
4784,YV,2841,PHX,YUM,3,585,79,0
4785,YV,2898,SBA,PHX,3,585,89,0
4786,YV,2934,PHX,MEM,3,585,184,0
4787,YV,7267,ORD,ATL,3,585,118,1
4788,AA,1547,TPA,DFW,3,586,170,0
4789,B6,503,EWR,FLL,3,586,197,0
4790,DL,2493,RIC,ATL,3,586,114,0
4791,DL,1572,TPA,ATL,3,587,93,0
4792,DL,2489,ATL,MSY,3,587,108,1
4793,DL,2728,SLC,MSP,3,587,168,1
4794,DL,559,ATL,SJU,3,587,225,1
4795,EV,7099,CVG,IAD,3,587,98,0
4796,F9,762,LAS,DEN,3,587,110,0
4797,OO,6287,PSP,LAS,3,587,60,0
4798,OO,6743,ORD,TUL,3,587,116,1
4799,OO,6975,ORD,FAR,3,587,111,0
4800,UA,381,ORD,SMF,3,587,280,1
4801,US,1244,PHX,DCA,3,587,251,1
4802,YV,2839,PHX,FLG,3,587,65,0
4803,DL,1645,DCA,DTW,3,588,99,1
4804,OO,6354,SBA,LAX,3,588,48,1
4805,OO,6831,ORD,COS,3,588,153,0
4806,OO,6837,DRO,DEN,3,588,62,1
4807,OO,6322,SAN,LAX,3,589,45,1
4808,UA,952,PHX,IAD,3,589,255,0
4809,YV,2903,PHX,GJT,3,589,94,1
4810,YV,7281,JAX,IAD,3,589,107,1
4811,9E,4359,RST,MSP,3,590,50,0
4812,AA,1103,ORD,STL,3,590,65,1
4813,AA,1347,DFW,SJC,3,590,225,0
4814,AA,1442,SAN,ORD,3,590,235,1
4815,AA,1495,DFW,SMF,3,590,225,1
4816,AA,1872,ORD,MCO,3,590,160,1
4817,AA,555,DFW,SAT,3,590,70,0
4818,AA,572,LAS,ORD,3,590,215,0
4819,AS,562,PDX,LAX,3,590,137,0
4820,B6,405,BOS,SAN,3,590,378,0
4821,CO,3,LAX,HNL,3,590,345,1
4822,DL,150,ATL,IAD,3,590,118,1
4823,DL,1922,DTW,BOS,3,590,112,1
4824,DL,1991,ATL,TPA,3,590,100,0
4825,DL,2616,LAS,DTW,3,590,240,0
4826,EV,5014,ATL,HPN,3,590,149,0
4827,EV,5019,ATL,CSG,3,590,53,0
4828,EV,5034,ATL,VLD,3,590,80,0
4829,EV,5073,ATL,MOB,3,590,85,0
4830,EV,5113,ATL,DHN,3,590,65,0
4831,EV,5141,ATL,MYR,3,590,83,1
4832,EV,5214,ATL,CLE,3,590,112,1
4833,EV,5387,ATL,GSP,3,590,64,1
4834,EV,5612,ATL,OAJ,3,590,89,1
4835,EV,7323,ATL,SAV,3,590,68,0
4836,MQ,2955,DFW,MAF,3,590,75,0
4837,MQ,3338,DFW,AEX,3,590,65,0
4838,MQ,3355,DFW,LRD,3,590,85,0
4839,MQ,3606,ATL,MIA,3,590,130,1
4840,OH,6552,CHA,DTW,3,590,99,1
4841,OO,4444,SLC,RAP,3,590,98,0
4842,OO,4609,SLC,AUS,3,590,170,1
4843,OO,4692,SLC,OKC,3,590,135,0
4844,OO,7771,SLC,SGU,3,590,86,1
4845,UA,120,SFO,IAD,3,590,308,0
4846,US,1023,PHL,TPA,3,590,174,0
4847,US,1239,PHL,MSY,3,590,202,1
4848,US,1297,CLT,SJU,3,590,209,1
4849,US,1588,CLT,PVD,3,590,122,1
4850,US,158,PHX,STL,3,590,180,0
4851,US,1616,CLT,EWR,3,590,115,1
4852,US,183,PHX,FLL,3,590,258,1
4853,US,337,LAS,PHX,3,590,73,0
4854,US,488,LAX,PHX,3,590,81,0
4855,US,524,BOS,PHX,3,590,354,0
4856,US,81,PHX,BWI,3,590,257,1
4857,US,926,CLT,ORD,3,590,134,1
4858,US,996,CLT,PIT,3,590,87,1
4859,WN,1070,STL,MDW,3,590,60,1
4860,WN,1117,HOU,MDW,3,590,145,1
4861,WN,1127,STL,MSP,3,590,95,1
4862,WN,1525,BNA,LAS,3,590,260,0
4863,WN,1577,PHX,BUR,3,590,90,1
4864,WN,1581,ELP,LAX,3,590,130,0
4865,WN,1587,SAT,BNA,3,590,125,0
4866,WN,1715,BOI,SEA,3,590,85,1
4867,WN,174,LAS,BUR,3,590,65,1
4868,WN,1824,ORF,MDW,3,590,140,0
4869,WN,1952,OAK,LAX,3,590,75,1
4870,WN,250,STL,OMA,3,590,75,1
4871,WN,2529,LAX,PHX,3,590,75,0
4872,WN,2547,MCO,RSW,3,590,50,1
4873,WN,264,STL,TPA,3,590,135,1
4874,WN,3496,PHX,OAK,3,590,125,0
4875,WN,378,BDL,BWI,3,590,70,1
4876,WN,568,PHX,LAX,3,590,90,1
4877,WN,580,SDF,STL,3,590,70,0
4878,WN,748,DEN,OKC,3,590,90,1
4879,WN,869,DEN,LAX,3,590,155,1
4880,WN,961,PHX,ONT,3,590,75,0
4881,XE,2573,BNA,EWR,3,590,127,1
4882,YV,2604,CLT,GSO,3,590,56,0
4883,YV,2727,PHX,ELP,3,590,80,0
4884,FL,840,MCO,ATL,3,591,90,1
4885,OO,4855,SLC,BIL,3,591,84,0
4886,OO,6555,GJT,DEN,3,592,58,0
4887,OO,6651,RNO,LAX,3,592,86,0
4888,UA,431,CMH,ORD,3,592,78,0
4889,US,230,SJC,PHX,3,592,107,0
4890,HA,382,HNL,ITO,3,593,51,0
4891,OO,4795,SLC,SNA,3,593,116,1
4892,UA,133,LAS,DEN,3,593,117,0
4893,FL,537,MEM,ATL,3,594,75,1
4894,9E,3652,ATL,SYR,3,595,138,1
4895,AA,179,JFK,SFO,3,595,390,1
4896,AA,1928,LAX,SFO,3,595,100,0
4897,AA,1980,DFW,MCO,3,595,140,0
4898,AA,2287,TUL,DFW,3,595,75,0
4899,AA,501,DFW,PHX,3,595,160,0
4900,AS,606,SEA,LAS,3,595,149,0
4901,B6,430,MCO,BOS,3,595,164,1
4902,CO,296,LAS,IAH,3,595,180,1
4903,DL,1100,SLC,PHL,3,595,261,1
4904,DL,1106,SLC,BWI,3,595,248,0
4905,DL,1175,DTW,ATL,3,595,126,0
4906,DL,1200,ATL,BOS,3,595,163,0
4907,DL,1640,ATL,DTW,3,595,127,0
4908,DL,1842,ATL,CMH,3,595,111,0
4909,DL,2069,ATL,MCO,3,595,104,0
4910,DL,2373,ATL,MIA,3,595,120,0
4911,DL,2415,JFK,FLL,3,595,187,1
4912,DL,2435,DCA,TPA,3,595,140,1
4913,DL,684,ATL,CVG,3,595,97,1
4914,EV,5250,DCA,BOS,3,595,94,1
4915,EV,5592,ATL,CAE,3,595,73,1
4916,F9,783,DEN,LAS,3,595,113,0
4917,MQ,2742,XNA,DFW,3,595,75,1
4918,MQ,4148,OMA,ORD,3,595,95,1
4919,MQ,4436,DCA,JFK,3,595,65,0
4920,OO,4591,SLC,SAT,3,595,165,1
4921,OO,6688,ICT,DEN,3,595,96,0
4922,UA,17,ORD,PDX,3,595,277,1
4923,UA,1,ORD,HNL,3,595,549,0
4924,UA,333,ORD,MCI,3,595,97,1
4925,UA,365,ORD,SNA,3,595,269,0
4926,UA,449,ORD,SAN,3,595,260,1
4927,US,1061,PHL,FLL,3,595,176,0
4928,US,12,PHX,JFK,3,595,292,0
4929,US,1839,PHL,MSP,3,595,183,1
4930,US,1910,CLT,LGA,3,595,115,0
4931,US,1997,CLT,FLL,3,595,128,0
4932,US,202,PHX,ABQ,3,595,78,0
4933,US,204,LAS,PHX,3,595,72,0
4934,US,220,PHX,BOS,3,595,294,0
4935,US,231,PHX,DTW,3,595,238,0
4936,US,250,PHX,PHL,3,595,278,0
4937,US,3,PHX,ORD,3,595,205,0
4938,US,460,PHX,IND,3,595,207,0
4939,US,544,SAN,PHX,3,595,76,0
4940,US,578,PHX,TPA,3,595,238,1
4941,US,590,PHX,MCI,3,595,160,0
4942,US,602,PHX,LAS,3,595,80,0
4943,US,958,FLL,PHL,3,595,157,0
4944,WN,1156,SNA,MDW,3,595,235,1
4945,WN,1687,SLC,PHX,3,595,100,1
4946,WN,2102,SNA,PHX,3,595,70,1
4947,WN,24,MCO,HOU,3,595,160,1
4948,WN,29,MDW,STL,3,595,65,1
4949,WN,3602,MDW,PVD,3,595,125,1
4950,WN,3926,HOU,ABQ,3,595,135,1
4951,WN,40,BWI,MCO,3,595,140,1
4952,WN,441,PHX,SAN,3,595,75,1
4953,WN,511,LAX,MDW,3,595,235,1
4954,WN,540,SAN,PHX,3,595,70,1
4955,WN,553,SAN,MDW,3,595,235,1
4956,WN,569,LAS,TPA,3,595,250,1
4957,WN,678,SMF,SAN,3,595,85,1
4958,WN,769,CLE,BWI,3,595,75,1
4959,WN,781,ONT,MDW,3,595,235,1
4960,WN,7,HOU,FLL,3,595,135,1
4961,WN,909,BWI,SDF,3,595,115,0
4962,WN,919,BWI,BUF,3,595,65,1
4963,WN,987,MDW,DEN,3,595,165,1
4964,XE,2026,STL,EWR,3,595,137,1
4965,XE,2421,PHX,IAH,3,595,154,1
4966,YV,2603,CLT,CVG,3,595,97,0
4967,YV,2608,CLT,BNA,3,595,96,0
4968,YV,2667,CLT,SAT,3,595,201,0
4969,YV,2762,PHX,SAT,3,595,141,1
4970,DL,734,ATL,RDU,3,596,98,1
4971,FL,782,PHF,MCO,3,596,125,1
4972,OH,6330,ATL,TRI,3,596,76,0
4973,UA,608,ORD,DCA,3,596,111,1
4974,XE,5897,BNA,ORD,3,596,99,1
4975,YV,2821,PHX,TUS,3,596,58,0
4976,YV,2894,PHX,DRO,3,596,113,0
4977,DL,2450,ATL,IND,3,597,105,0
4978,EV,5226,AVL,ATL,3,597,63,0
4979,EV,5260,ATL,CHO,3,597,100,0
4980,OH,6774,DCA,BDL,3,597,83,1
4981,OO,4541,SLC,TUS,3,597,110,1
4982,OO,6609,ONT,SFO,3,597,85,0
4983,OO,6833,PDX,SEA,3,597,54,0
4984,UA,731,EWR,DEN,3,597,268,1
4985,HA,119,KOA,HNL,3,598,42,0
4986,YV,2816,PHX,DSM,3,598,178,0
4987,FL,507,MKE,LGA,3,599,124,0
4988,OO,4517,SLC,PHX,3,599,101,1
4989,UA,778,BDL,IAD,3,599,92,1
4990,US,149,PHX,CMH,3,599,226,0
4991,US,274,PHX,IAH,3,599,164,0
4992,US,567,PHX,MCO,3,599,246,0
4993,US,75,JFK,PHX,3,599,338,0
4994,XE,2943,EWR,MEM,3,599,199,0
4995,9E,3689,DTW,MDW,3,600,85,0
4996,9E,3822,DTW,MDT,3,600,88,0
4997,9E,3826,DTW,PWM,3,600,116,0
4998,9E,4362,DTW,PIT,3,600,70,1
4999,AA,1002,DFW,STL,3,600,95,0
5000,AA,1156,ORD,MIA,3,600,185,0
5001,AA,1860,MIA,MCO,3,600,65,0
5002,AA,1905,DCA,DFW,3,600,225,0
5003,AA,319,LGA,ORD,3,600,170,1
5004,AA,467,DCA,ORD,3,600,130,0
5005,AA,543,ORD,PSP,3,600,265,1
5006,AA,684,AUS,JFK,3,600,220,0
5007,AA,689,DFW,SLC,3,600,170,0
5008,AS,318,SEA,SFO,3,600,134,0
5009,AS,460,SEA,LAX,3,600,154,0
5010,AS,501,SNA,SEA,3,600,168,0
5011,AS,861,PDX,OGG,3,600,368,0
5012,AS,87,SEA,ANC,3,600,218,0
5013,B6,1323,BOS,BWI,3,600,91,0
5014,B6,680,DCA,BOS,3,600,80,0
5015,CO,302,EWR,LAX,3,600,366,1
5016,CO,317,MSY,EWR,3,600,175,1
5017,DL,1210,SLC,BOS,3,600,274,0
5018,DL,1421,DTW,TPA,3,600,168,0
5019,DL,1562,MEM,DTW,3,600,117,1
5020,DL,1764,MSP,DCA,3,600,143,0
5021,DL,1847,LGA,ATL,3,600,160,1
5022,DL,1925,BWI,ATL,3,600,120,1
5023,DL,1929,ATL,SEA,3,600,340,1
5024,DL,1970,MSY,ATL,3,600,91,0
5025,DL,2048,DTW,LGA,3,600,108,1
5026,DL,2096,MSP,LGA,3,600,166,1
5027,DL,2184,SLC,CVG,3,600,203,0
5028,DL,2530,MSP,BOS,3,600,162,0
5029,DL,2539,DCA,ATL,3,600,110,1
5030,DL,571,ATL,STT,3,600,226,0
5031,EV,4982,ATL,GRK,3,600,154,0
5032,EV,4988,ATL,BNA,3,600,74,1
5033,EV,5088,ATL,HSV,3,600,67,1
5034,EV,5189,ATL,TLH,3,600,74,1
5035,EV,5267,ATL,AEX,3,600,119,1
5036,EV,5362,ATL,EVV,3,600,93,1
5037,EV,5494,MLI,ATL,3,600,112,1
5038,EV,5512,BHM,ATL,3,600,57,0
5039,EV,5567,ATL,LIT,3,600,112,0
5040,FL,1624,MCO,PHL,3,600,138,1
5041,FL,191,DCA,ATL,3,600,120,0
5042,HA,304,LIH,HNL,3,600,30,0
5043,MQ,3041,LAX,SAN,3,600,40,0
5044,MQ,3156,LAX,SAF,3,600,120,1
5045,MQ,3296,CRP,DFW,3,600,80,0
5046,MQ,3319,DFW,GGG,3,600,45,0
5047,MQ,3485,DFW,LIT,3,600,65,0
5048,MQ,3726,EWR,ORD,3,600,160,0
5049,MQ,4271,ORD,RDU,3,600,120,1
5050,OH,6366,JFK,CVG,3,600,140,0
5051,OH,6460,JFK,BOS,3,600,89,1
5052,OH,6652,CVG,DTW,3,600,84,0
5053,OH,6762,MSP,PIT,3,600,130,0
5054,OO,4586,ONT,SLC,3,600,112,1
5055,OO,4685,RAP,MSP,3,600,90,0
5056,OO,4709,LAX,SFO,3,600,72,0
5057,OO,6482,DEN,COS,3,600,38,0
5058,OO,6583,COS,DEN,3,600,49,1
5059,UA,458,LAX,PIT,3,600,276,0
5060,UA,578,DFW,ORD,3,600,140,0
5061,UA,673,LGA,ORD,3,600,160,1
5062,UA,676,ORD,LGA,3,600,132,1
5063,UA,895,IAD,ORD,3,600,139,0
5064,US,1019,CLT,MIA,3,600,131,0
5065,US,1157,PHL,RSW,3,600,188,0
5066,US,1214,CLT,DTW,3,600,117,0
5067,US,1433,CLT,LAX,3,600,331,0
5068,US,2029,BOS,DCA,3,600,91,0
5069,US,2122,LGA,BOS,3,600,71,0
5070,US,2123,BOS,LGA,3,600,79,0
5071,US,2166,DCA,LGA,3,600,80,0
5072,US,2169,LGA,DCA,3,600,77,1
5073,US,273,ONT,PHX,3,600,72,1
5074,US,5,SNA,PHX,3,600,75,0
5075,US,659,PHL,SFO,3,600,390,0
5076,WN,1046,SJC,AUS,3,600,200,0
5077,WN,1089,PHX,LAS,3,600,70,1
5078,WN,118,ONT,PHX,3,600,65,1
5079,WN,128,LAX,SFO,3,600,80,1
5080,WN,15,DAL,HOU,3,600,60,1
5081,WN,1669,PHX,SJC,3,600,120,0
5082,WN,167,OAK,LAS,3,600,85,1
5083,WN,16,HOU,DAL,3,600,55,1
5084,WN,1717,OAK,AUS,3,600,205,0
5085,WN,1747,HRL,HOU,3,600,60,0
5086,WN,2092,MCI,STL,3,600,60,0
5087,WN,301,SNA,SMF,3,600,85,0
5088,WN,30,PHL,HOU,3,600,240,1
5089,WN,3165,PDX,SLC,3,600,105,0
5090,WN,3763,SLC,DEN,3,600,90,0
5091,WN,595,RNO,MDW,3,600,230,1
5092,WN,963,MDW,BHM,3,600,105,1
5093,XE,2153,EWR,BNA,3,600,157,1
5094,XE,2536,ATL,EWR,3,600,142,1
5095,YV,1012,LIH,HNL,3,600,29,0
5096,YV,2618,CLT,SDF,3,600,92,0
5097,YV,2888,PSP,PHX,3,600,67,0
5098,YV,2932,PHX,AUS,3,600,145,0
5099,DL,1936,MKE,DTW,3,601,70,1
5100,XE,2004,BWI,EWR,3,601,59,1
5101,YV,7290,ORD,ATW,3,601,50,0
5102,EV,5240,SAV,ATL,3,602,73,0
5103,FL,676,MCO,MKE,3,602,171,1
5104,OO,4441,SLC,FCA,3,602,107,0
5105,OO,4634,LGB,SLC,3,602,120,0
5106,XE,5944,IND,IAD,3,602,95,1
5107,YV,7235,ALB,IAD,3,602,94,1
5108,EV,5204,SGF,ATL,3,603,107,0
5109,OO,6821,RDD,SFO,3,603,69,0
